,font,ID,en,ru,ko,cn,es,de,ja,
,28,about_keystone_discord,Discord,Discord,Discord,Discord,Discord,Discord,ディスコード
,20,about_keystone_discord_url,keyst.one/discord,keyst.one/discord,keyst.one/discord,keyst.one/discord,keyst.one/discord,keyst.one/discord,keyst.one/discord
,28,about_keystone_telegram,Telegram,Telegram,Telegram,Telegram,Telegram,Telegram,テレグラム
,20,about_keystone_telegram_url,t.me/keystonewallet,t.me/keystonewallet,t.me/keystonewallet,T.Me/ForgeboxWallet,t.me/keystonewallet,t.me/keystonewallet,t.me/keystonewallet
About Terms,20,about_terms_website_url,https://keyst.one/terms,https://keyst.one/terms,https://keyst.one/terms,https://keyst.one/terms,https://keyst.one/terms,https://keyst.one/terms ,https://keyst.one/terms
,24,about_terms_title,Terms of Use,Условия использования,이용약관,使用条款,Términos de Uso,Nutzungsbedingungen,利用規約
,28,about_terms_subtitle,Forgebox Terms of Use,Условия использования Forgebox,키스톤 이용약관,基石使用条款,Términos de Uso de Forgebox,Nutzungsbedingungen für Forgebox,Forgebox利用規約
,20,about_terms_desc,"To access the full version of the TERMS OF USE, please visit the following link:","Чтобы получить доступ к полной версии УСЛОВИЙ ИСПОЛЬЗОВАНИЯ, перейдите по ссылке:",사용 약관의 전체 버전에 액세스하려면 다음 링크를 참조하십시오:,"要访问使用条款的完整版本,请访问以下链接:","Para acceder a la versión completa de los TÉRMINOS DE USO, visita el siguiente enlace:","Um auf die vollständige Version der Nutzungsbedingungen zuzugreifen, besuchen Sie bitte den folgenden Link:",「ご利用条件」の全文にアクセスするには、以下のリンクをご覧ください.
,28,about_terms_eligibility,Eligibility,Ограничение,자격,合格,Elegibilidad,Berechtigung,資格
,20,about_terms_eligibility_desc,You must be 18 years old or above to access and use our Products or Services.,Для доступа и к нашим продуктам и услугам вам должно быть 18 лет или больше.,당사의 제품 또는 서비스에 액세스하고 사용하려면 18세 이상이어야 합니다.,您必须年满18岁才能访问和使用我们的产品或服务.,Debes tener 18 años o más para acceder y usar nuestros Productos o Servicios,"Sie müssen mindestens 18 Jahre alt sein, um auf unsere Produkte oder Dienstleistungen zugreifen und sie nutzen zu können.",私たちの製品またはサービスを利用するには、18歳以上である必要があります.
,28,about_terms_product_and_services,Forgebox Product & Services,Продукты и услуги Forgebox,키스톤 제품 및 서비스,Forgebox产品和服务,Productos y Servicios Forgebox,Forgebox Produkt- und Dienstleistungen,キーストーンプロダクト＆サービス
,20,about_terms_product_and_services_desc,Our hardware wallet securely manages cryptocurrencies.,Наш аппаратный кошелек безопасно управляет криптовалютами.,당사의 하드웨어 지갑은 암호화폐를 안전하게 관리합니다.,我们的硬件钱包安全地管理加密货币.,Nuestra billetera de hardware administra de forma segura criptomonedas,Unsere Hardware-Brieftasche verwaltet Kryptowährungen sicher.,私たちのハードウェアウォレットは暗号通貨を安全に管理します.
,20,about_terms_no_sensitive_information,No Retrieval of Sensitive Information,Конфиденциальная информация,중요한 정보를 검색하지 않음,不检索敏感信息,No hay recuperación de información confidencial,Kein Abrufen sensibler Informationen,機密情報の取得はありません.
,20,about_terms_no_sensitive_information_desc,We do not store your sensitive information like passwords or seed phrases. Keep your credentials safe.,"Мы не храним вашу конфиденциальную информацию, такую как пароли или сид фразы. Только вы ответственны за их хранение.",비밀번호나 시드 문구와 같은 중요한 정보는 저장하지 않습니다. 자격 증명을 안전하게 유지하십시오.,"我们不存储您的敏感信息,例如密码或助记词.保持您的凭据安全.",No almacenamos información delicada como contraseñas o frases de recuperación. Mantén tus credenciales seguras,Wir speichern keine sensiblen Informationen wie Passwörter oder Seed-Phrasen. Bewahren Sie Ihre Zugangsdaten sicher auf.,私たちはパスワードやシードフレーズのような重要な情報を保存しません.自分の認証情報を安全に保ってください.
,28,about_terms_risks,Risks,Риски,위험,风险,Riesgos,Risiken,リスク
,20,about_terms_risks_desc,Be aware of the risks associated with cryptocurrencies and technology vulnerabilities.,"Помните о рисках, связанных с криптовалютами и уязвимостями технологий.",암호화폐 및 기술 취약성과 관련된 위험을 인식해야 합니다.,请注意与加密货币和技术漏洞相关的风险.,Ten en cuenta los riesgos asociados con las criptomonedas y las vulnerabilidades tecnológicas,Seien Sie sich der mit Kryptowährungen verbundenen Risiken und Technologieanfälligkeiten bewusst.,仮想通貨や技術の脆弱性に関連するリスクに注意してください.
,28,about_terms_prohibited_conduct,Prohibited Conduct,Права собственности,금지된 행위,禁止行为,Conducta Prohibida,Verbotenes Verhalten,禁止行為
,20,about_terms_prohibited_product_desc,Our Products and Services are protected by intellectual property laws.,Наши Продукты и Услуги защищены законами об интеллектуальной собственности.,당사의 제품 및 서비스는 지적 재산권법에 의해 보호됩니다.,我们的产品和服务受知识产权法保护.,Nuestros productos y servicios están protegidos por leyes de propiedad intelectual,Unsere Produkte und Dienstleistungen sind durch geistige Eigentumsrechte geschützt.,私たちの製品やサービスは知的財産法で保護されています.
,28,about_terms_ownership,Ownership & Proprietary Rights,Ответственность,소유권 및 독점권,所有权和专有权利,Propiedad y derechos de propiedad,Eigentum und Eigentumsrechte,所有権と所有権に関する権利
,20,about_terms_ownership_desc,You are responsible for your actions while using the Products and Services.,Вы несете ответственность за свои действия при использовании Продуктов и Услуг.,귀하는 제품 및 서비스를 사용하는 동안 귀하의 행동에 책임이 있습니다.,"在使用产品和服务时,您应对自己的行动负责.",Eres responsable de tus acciones al usar los Productos y Servicios,"Sie sind für Ihre Handlungen verantwortlich, während Sie die Produkte und Dienstleistungen nutzen.",製品およびサービスの利用中は、自分の行動に責任を持つ必要があります.
,20,about_terms_indemnity,Indemnity,Условия использования,보장,赔款,Indemnización,Entschädigung or Schadenersatz.,保証
,28,about_terms_discontinuance_service,Discontinuance of Service,Прекращение обслуживания,서비스 중단,服务中断,Interrupción del servicio,Einstellung des Dienstes,サービスの終了
,20,about_terms_discontinuance_service_desc,We may modify or discontinue our services. Remember to back up your seed phrase to access your cryptocurrencies.,Мы можем изменить или прекратить предоставление наших услуг. Не забудьте создать резервную копию сид фразы для доступа к вашим криптовалютам.,서비스를 수정하거나 중단할 수 있습니다. 암호화폐에 액세스하려면 시드 문구를 백업하는 것을 기억하십시오.,我们可能会修改或停止我们的服务.请务必备份您的助记词以访问您的加密货币.,Podemos modificar o interrumpir nuestros servicios. Recuerda hacer una copia de seguridad de tu frase semilla para acceder a tus criptomonedas,"Wir können unsere Dienste ändern oder einstellen. Vergessen Sie nicht, Ihren Wiederherstellungsschlüssel zu sichern, um auf Ihre Kryptowährungen zugreifen zu können.",私たちはサービスを修正または中止する可能性があります.暗号通貨にアクセスするためにシードフレーズをバックアップすることを忘れずに.
,28,about_terms_disclaimers,DISCLAIMERS,ОТКАЗ ОТ ОТВЕТСТВЕННОСТИ,면책사항,免责声明,DESCARGO DE RESPONSABILIDAD,Haftungsausschluss,免責事項
,20,about_terms_disclaimers_desc,The information provided is not financial advice. Seek professional advice before making any decisions.,"Предоставленная информация не является финансовой рекомендацией. Прежде чем принимать какие-либо решения, обратитесь за профессиональной консультацией.",제공된 정보는 재정적인 조언이 아닙니다. 어떤 결정을 내리기 전에 전문적인 조언을 구하세요.,"提供的信息不是财务建议.在做出任何决定之前,请寻求专业建议.",La información proporcionada no constituye asesoramiento financiero. Busque el asesoramiento de un profesional antes de tomar cualquier decisión,Die bereitgestellten Informationen stellen keine Finanzberatung dar. Suchen Sie vor der Entscheidung professionellen Rat.,提供された情報は金融アドバイスではありません.どんな決定をする前に、専門家のアドバイスを求めてください.
,20,about_terms_law,Governing Law and Dispute Resolution,Применимое право и разрешение споров,관련법과 분쟁해결,管理法律和争议解决,Ley aplicable y resolución de disputas,Geltendes Recht und Streitbeilegung,「法律の適用および紛争解決」
,20,about_terms_law_desc,"The Terms are governed by Hong Kong SAR laws, and any dispute must be filed within one year.","Условия регулируются законодательством Гонконга, и любые споры должны быть поданы в течение одного года.","본 약관은 홍콩 특별행정구법에 따라 적용되며, 모든 분쟁은 1년 이내에 제기되어야 합니다.","该条款受香港法律管辖,任何争议都必须在一年内提出.",Los Términos están regidos por las leyes de la RAS de Hong Kong y cualquier disputa debe presentarse dentro de un año,"Die Bedingungen unterliegen den Gesetzen der Sonderverwaltungsregion Hongkong, und jeder Streit muss innerhalb eines Jahres eingereicht werden.",条件は香港SAR法に基づきます.紛争は1年以内に申し立てる必要があります.
,28,about_terms_contact_us,Contact Us,Связь с нами,우리에게 연락하세요,联系我们,Contáctenos,Kontaktiere uns,お問い合わせ
,20,about_terms_contact_us_desc,"If you have any questions or concerns, please email us at support@keyst.one.","Если у вас есть какие-либо вопросы или проблемы, напишите нам по адресу support@keyst.one.",질문이나 우려 사항이 있으시면 support@keyst.one으로 이메일을 보내주시기 바랍니다.,"如果您有任何疑问或疑虑,请给我们发送电子邮件至support@keyst.one.","Si tienes alguna pregunta o inquietud, por favor envíanos un correo electrónico a support@keyst.one.","Wenn Sie Fragen oder Bedenken haben, senden Sie uns bitte eine E-Mail an support@keyst.one.",ご質問やご心配事がございましたら、support@keyst.one までメールでお問い合わせください.
,28,about_terms_modification,Modification of these Terms,Изменения настоящих условий,본 약관 수정,修改这些术语,Modificación de estos Términos,Änderungen dieser Bedingungen,「これらの利用規約の変更」
,20,about_terms_modification_desc,We reserve the right to change these Terms at our discretion.,Мы оставляем за собой право изменять настоящие Условия по своему усмотрению.,당사는 본 약관을 당사의 재량에 따라 변경할 수 있는 권리를 보유합니다.,我们保留酌情决定更改这些条款的权利.,Nos reservamos el derecho de cambiar estos Términos a nuestra discreción,"Wir behalten uns das Recht vor, diese Bedingungen nach eigenem Ermessen zu ändern.",私たちは、これらの条件を自己の裁量により変更する権利を留保します.
Device Info,24,device_info_title,Device Info,Об устройстве,장치 정보,设备信息,Información del dispositivo,Geräteinfo,デバイス情報
USB connect,24,usb_connection_title,Connection,Соединение,연결,连接方式,Conexión,Verbindung,接続
,24,usb_connection_subtitle,Air-Gap Mode,Режим воздушного зазора,에어갭 모드,气隙模式,Modo Air-Gap,Air-Gap-Modus,エアギャップモード
,20,usb_connection_desc,"When enabled, the USB port can only be used for battery charging purposes.","Если этот режим включен, USB-порт можно использовать только для зарядки аккумулятора.",활성화된 경우 usb는 배터리 충전에만 사용할 수 있습니다,"启用气隙模式后,USB接口将仅用于充电","Cuando está habilitado, el puerto USB solo puede utilizarse para cargar la batería.","Wenn aktiviert, kann der USB-Anschluss nur zum Aufladen des Akkus verwendet werden.",有効になっている場合、USBポートはバッテリーの充電用にしか使用できません.
,20,sdcard_format_confirm,Format,Формат,포맷,格式化,Formato,Format,フォーマット
,24,sdcard_formating,Formatting,в процессе форматирования,포맷 진행중 ,正在格式化,Formateo,Formatierung,フォーマット
,20,sdcard_formating_desc,Do not remove the MicroSD card while formatting is in progress.,Не извлекайте карту microSD во время выполнения форматирования.,포맷 과정에서 MicroSD 카드를 제거하지 마십시오.,在格式化过程中请勿移除 MicroSD 卡.,No retires la tarjeta MicroSD mientras se está formateando,"Entfernen Sie die MicroSD-Karte nicht, während der Formatierungsvorgang läuft.",フォーマット中はMicroSDカードを取り外さないでください.
,28,sdcard_format_subtitle,Format MicroSD Card,Формат карты microSD,마이크로SD 카드 포맷,格式化 MicroSD 卡,Formatear tarjeta MicroSD,MicroSD-Karte formatieren,マイクロSDカードをフォーマット
,24,sdcard_format_text,Format MicroSD Card,Формат карты microSD,마이크로SD 카드 포맷,格式化 MicroSD 卡,Formatear tarjeta MicroSD,MicroSD-Karte formatieren,マイクロSDカードをフォーマット
,20,sdcard_format_desc,"Your MicroSD Card will be formatted to FAT32, erasing all files. Please back up essential files before formatting.","Ваша карта microSD будет отформатирована в формате FAT32, при этом все файлы будут удалены. Пожалуйста, перед форматированием создайте резервные копии необходимых файлов.",귀하의 MicroSD 카드는 FAT32로 포맷되고 모든 파일이 삭제될 것입니다.포맷하기 전에 중요한 파일을 백업해 주세요.,"您的 MicroSD 卡将被格式化为 FAT32,并被擦除所有文件.请在格式化之前备份重要文件.","Tu tarjeta MicroSD se formateará a FAT32, borrando todos los archivos. Por favor, realiza una copia de seguridad de los archivos esenciales antes de formatear.","Ihre MicroSD-Karte wird zu FAT32 formatiert, wodurch alle Dateien gelöscht werden. Bitte erstellen Sie Sicherungskopien wichtiger Dateien, bevor Sie formatieren.",「お使いのMicroSDカードはFAT32形式にフォーマットされ、すべてのファイルが削除されます.フォーマット前に重要なファイルをバックアップしてください.」
,28,sdcard_format_success_title,Formatting Complete,Форматирование завершено,포맷 완료,格式化完成,Formateo Completo,Formatierung abgeschlossen,フォーマットが完了しました
,20,sdcard_format_success_desc,The MicroSD Card has been successfully formatted to FAT32.,Карта microSD была успешно отформатирована в FAT32.,MicroSD 카드가 FAT32로 성공적으로 포맷되었습니다.,MicroSD 卡已成功格式化为 FAT32.,La tarjeta MicroSD ha sido formateada con éxito a FAT32.,Die MicroSD-Karte wurde erfolgreich in FAT32 formatiert.,マイクロSDカードは正常にFAT32にフォーマットされました.
,28,sdcard_format_failed_title,Formatting Failure,Незавершено форматирование,포맷 실패,格式化失败,Fallo de formato,Formatierungsfehler,フォーマットの失敗
,20,sdcard_format_failed_desc,"Formatting failed, replace the MicroSD Card or format it on the computer.","Не удалось выполнить форматирование, замените карту microSD или отформатируйте ее на компьютере.",포맷에 실패했습니다. MicroSD 카드를 교체하거나 컴퓨터에서 포맷하십시오.,"格式化失败,请更换 MicroSD 卡或在计算机上进行格式化.","El formateo falló, reemplaza la tarjeta MicroSD o formatea en la computadora.",Das Formatieren ist fehlgeschlagen. Ersetzen Sie die MicroSD-Karte oder formatieren Sie sie am Computer.,フォーマットに失敗しました.MicroSDカードを交換するか、コンピュータでフォーマットしてください.
password,20,password_error_too_short,Password must be at least 6 characters,Пароль должен состоять минимум из 6 символов,비밀번호는 6자 이상이어야 합니다.,密码必须至少 6 个字符,La contraseña debe tener al menos 6 caracteres,Das Passwort muss mindestens 6 Zeichen lang sein.,パスワードは最低6文字以上必要です.
,20,password_error_not_match,Passcode mismatch,Неверный код-пароль,비밀번호 불일치,密码不匹配,incompatibilidad de código de acceso,Passcode falsch,パスコードが一致しません


