,ID(0.0.1),en,Russian,Korean,cn
,wallet_setting_stop_add_fingerprint,Cancel This Process?,,,取消此过程？,,
,wallet_setting_stop_add_fingerprint_desc,"Fingerprint Not Saved. Upon cancellation, you will be required to re-enter your fingerprint.",,,指纹未保存。取消后，您将需要重新输入指纹。,,
,wallet_settings_add_info_desc1,Keystone supports a maximum of #F5870A 3# different wallets.,P2,,Keystone 最多支持管理＃F5870A 3＃个不同的钱包。,,
,wallet_settings_add_info_desc2,You should set a #F5870A different passcode# for each wallet,P2,,您应该为每个钱包设置＃F5870A 不同的密码＃,,
,wallet_settings_add_info_desc3,"To switch wallets, unlock the device with the specific passcode associated with each one. The wallet list will not be displayed for enhanced security.",P2,,请输入正确的密码来解锁对应钱包；出于安全考虑，设备内不会展示已导入的钱包列表。,,
,wallet_settings_delete_button,Delete Wallet,P2,,删除钱包,,
,wallet_settings_delete_confirm_title,Delete Wallet?,P2,,删除钱包？,,
,wallet_settings_delete_confirm_desc,"To safeguard your digital assets, it is advisable to verify the seed phrase before proceeding with its deletion.",P2,,为了保护您的资产安全，建议在删除钱包之前验证您是否已备份该助记词。,,
,wallet_settings_delete_confirm_button1,Seed Phrase Check,P2,,检查助记词,,
,wallet_settings_delete_confirm_button2,Confirm Deletion,P2,,确认删除,,
,wallet_settings_delete_laoding_title,Deleting,P2,,删除中......,,
,wallet_settings_delete_laoding_desc,Deleting all data...,P2,figma,清除所有数据中......,,
System Settings,system_settings_title,System Settings,P2,,系统设置,,
,system_settings_vabiration,Vibration,P2,,振动,,
,system_settings_screen_lock_title,Display & Lock Screen,P2,,显示/锁定屏幕,,
,system_settings_screen_lock_brightness,Brightness,P2,,亮度,,
,system_settings_screen_lock_auto_lock,Auto Lock,P2,,自动锁屏,,
,system_settings_screen_lock_auto_shutdown,Auto Shutdown,P2,,自动关闭,,
,system_settings_screen_lock_auto_lock_title,Timeout Duration,P2,,超时持续时间,,
,system_settings_screen_lock_auto_lock_15secs,15 seconds,P2,,15秒,,
,system_settings_screen_lock_auto_lock_30secs,30 seconds,P2,,30秒,,
,system_settings_screen_lock_auto_lock_1min,1 minute,P2,,1分钟,,
,system_settings_screen_lock_auto_lock_5mins,5 minutes,P2,,5分钟,,
,system_settings_screen_lock_auto_lock_10mins,10 minutes,P2,,10分钟,,
,system_settings_screen_lock_auto_power_off_title,Auto Shutdown,P2,,自动关闭,,
,system_settings_screen_lock_auto_power_off_1h,1 hour,P2,,1小时,,
,system_settings_screen_lock_auto_power_off_6h,6 hours,P2,,6个小时,,
,system_settings_screen_lock_auto_power_off_12h,12 hours,P2,,12小时,,
,system_settings_screen_lock_auto_power_off_1d,1 day,P2,,1天,,
,system_settings_screen_lock_auto_power_off_never,Never,P2,,永不,,
,system_settings_wipe_device_wipe_title,Wipe Device,P2,,擦除设备,,
,system_settings_wipe_device_wipe_desc,"By proceeding, all data on this device, including all your wallets, will be permanently deleted.",P2,,通过程序，将永久删除此设备上的所有数据，包括所有钱包。,,
,system_settings_wipe_device_wipe_button,Wipe Device Now,P2,,立即擦除设备,,
,system_settings_wipe_device_wipe_alert_title,Wipe Device,P2,,擦除设备,,
,system_settings_wipe_device_wipe_start_text,Wipe(5),,,擦除（5）,,
,system_settings_wipe_device_wipe_fmt,Wipe(%d),,,擦除（％D）,,
,system_settings_wipe_device_wipe_end_text,Wipe,,,擦除设备,,
,system_settings_wipe_device_wipe_alert_desc,"Please confirm that continuing will permanently delete all data, including wallets, on this device.",P2,,一旦确认，设备上的所有数据，包括您的钱包信息，都会在设备上被彻底擦除。,,
,system_settings_wipe_device_generating_title,Resetting Device,P2,,重置设备,,
,system_settings_wipe_device_generating_desc1,Deleting all data...,P2,figma,清除所有数据中......,,
,system_settings_wipe_device_generating_desc2,Please do not turn off your device during the wiping process.,P2,,请勿在擦除设备途中关闭设备。,,
,device_settings_connection_title1,Connection,P2,,连接,,
,device_settings_connection_sub_title1,Data transfer with USB,P2,,使用USB传输数据,,
,device_settings_connection_desc1,"When disabled, the usb can only be used for charging battery",P2,,禁用后，USB接口将仅用于充电,,
home,home_more_connect_wallet,Connect Software Wallet,P2,,连接软件钱包,,
,home_select_coin_count_fmt,#F5870A %d#/%d,,,#F5870A %d#/%d,,
,home_upgrade_hint,Please upgrade to the latest version for access to expanded crypto compatibility.,,,请升级到最新版本，以访问更多加密货币。,,
,home_manage_assets,Manage Assets,,,管理资产,,
,home_more_device_setting,Device Settings,P2,,设备设置,,
Receive,receive_btc_alert_title,Attention,P2,,注意,,
,receive_btc_alert_desc,This address is exclusively for BTC transactions only. Sending other types of digital assets to this address will result in their loss.,P2,待定,此地址仅用于BTC交易。将其他类型的数字资产发送到此地址将会导致资产丢失。,,
,receive_btc_alert_button,Got It,P2,,知道了,,
,receive_btc_receive_main_title,Receive BTC,P2,,接收BTC,,
,receive_btc_receive_main_button,Generate New Address,P2,,生成新地址,,
,receive_btc_receive_switch_title,Switch Address,P2,,更换地址,,
,receive_btc_receive_change_address_title,Go to,P2,,前往,,
,receive_btc_receive_change_address_limit,"Can't exceed 999,999,999",P2,,"不能超过999,999,999",,
,receive_btc_more_address_settings,Address Settings,P2,,地址设置,,
,receive_btc_more_export_xpub,Export xPub,,新增,导出XPUB,,
,receive_btc_more_t,Tutorial,P2,,教程,,
,receive_btc_more_t_title1,What are the three different address formats for BTC?,P2,,BTC的三种不同地址格式是什么？,,
,receive_btc_more_t_desc1,"Bitcoin (BTC) uses three address formats for receiving funds:
1. Native SegWit is the most efficient and secure Bitcoin address format. It provides cost savings and improved security compared to other traditional address formats, typically starting with ""bc1""
2. Legacy format is one of the earliest versions of Bitcoin, typically starting with ""1""
3. Nested SegWit is a solution designed to facilitate the transition to Native SegWit in a smooth manner, typically starting with ""3""",P2,,"比特币（BTC）的三种地址格式：
1. Native SegWit 是当前主流的地址类型，交易费较低，地址以“ bc1”开头。
2. Nested SegWit 兼容 “Legacy” 和 “Segwit” 地址类型，交易费中等，地址以“ 3”开头。
3. Legacy 属于最初的比特币地址格式，交易费较高，地址以“ 1”开头。

",,
,receive_btc_more_t_link1,Learn More,P2,,了解更多,,
,receive_btc_more_t_qr_title1,What are the three different address formats for BTC?,P2,,比特币的三种不同地址格式是什么？,,
,receive_btc_more_t_qr_link1,https://keyst.one/t/3rd/faq,P2,,https://keyst.one/t/3rd/faq,,
,receive_btc_more_t_title2,Can the three different address formats be used to transfer funds to each other?,P2,,这三种不同的地址格式可以相互接受资产吗？,,
,receive_btc_more_t_desc2,"Yes, the three distinct Bitcoin address formats can be used for transferring funds among each other. However, it’s important to keep in mind the following aspects:
1. Differing transaction fees: The choice of address format can influence transaction fees, with Native SegWit addresses generally having lower fees.
2. Wallet and exchange compatibility: Make sure that the wallet or exchange you are using supports your chosen address format. Some wallets may only be compatible with specific address formats.",P2,,"是的，三种不同的比特币地址格式可用于彼此转移资金。但是，请务必牢记以下方面：
1.交易费不同：选择不同的地址格式会产生不同的交易费。通常 Native Segwit 的交易费较低。
2.钱包或交易所的兼容性：请确保您使用的钱包或交易所支持您选择的地址格式。某些钱包可能仅支持特定地址格式。",,
,receive_btc_more_t_link2,Learn More,P2,,了解更多,,
,receive_btc_more_t_qr_title2,Can the three different address formats be used to transfer funds to each other?,P2,,这三种不同的地址格式可以相互接受资产吗？,,
,receive_btc_more_t_qr_link2,https://keyst.one/t/3rd/faq,P2,,https://keyst.one/t/3rd/faq,,
,receive_btc_more_t_title3,Benefits of not reusing addresses,P2,,不重复使用同一地址的好处,,
,receive_btc_more_t_desc3,"1. Privacy: Reusing addresses increases transaction traceability, endangering privacy. New addresses help maintain transaction privacy.
2. Transaction Efficiency: Multiple UTXOs linked to one address can raise costs for consolidation, impacting wallet efficiency.
In short, not reusing addresses safeguards privacy, optimizes transactions, and reduces security risks within the UTXO model.",P2,,"1.隐私：重复使用同一地址增加了交易可追溯性，容易暴露隐私。每笔交易使用新地址有利于保持您的隐私。
2.交易效率：链接到一个地址的多个UTXO会提高整合成本，从而影响转账速度。
简而言之，不重复使用同一地址有利于保障隐私、优化交易速度。",,
,receive_btc_more_t_link3,Learn More,P2,,了解更多,,
,receive_btc_more_t_qr_title3,Benefits of not reusing addresses,P2,,不重复使用同一地址的好处,,
,receive_btc_more_t_qr_link3,https://keyst.one/t/3rd/faq,P2,,https://keyst.one/t/3rd/faq,,
,receive_btc_extended_public_key,Extended Public Key,,,扩展公钥,,
,receive_btc_address_type,Address Type,,,地址类型,,
,receive_eth_alert_title,Attention,P2,,注意,,
,receive_eth_alert_desc,"This address is only for ETH and EVM ERC-20 tokens, other digital assets sent to this address will be lost.",P2,待定,此地址仅适用于 ETH、ERC-20 代币或者 EVM 兼容链上的资产，将其他数字货币发送到该地址将会造成丢失。,,
,receive_eth_alert_button,Got It,P2,,知道了,,
,receive_eth_receive_main_title,Receive ETH,P2,,接收ETH,,
,receive_eth_receive_main_button,Generate New Address,P2,,生成新地址,,
,receive_eth_more_derivation_path,Change Derivation Path,P2,,改变派生路径,,
,receive_eth_more_derivation_path_title,Change Derivation Path,P2,,改变派生路径,,
,receive_eth_more_derivation_path_desc,Select the derivation path you’d like to use for Ethereum,P2,,选择要用于以太坊的推导路径,,
,receive_eth_more_derivation_path_bip,BIP44 Standard,P2,,BIP44标准,,
,receive_eth_more_derivation_path_desc,Recommend. Most commonly used in many software wallets.,P2,,推荐。常用于许多软件钱包中。,,
,receive_eth_more_derivation_path_title2,Accounts eg:,P2,,例如：,,
,receive_eth_more_derivation_path_ledger_live,Ledger Live,P2,,Ledger Live,,
,receive_eth_more_derivation_path_desc2,Select this path for Ledger Live asset management.,,,如需管理Ledger Live下的资产，则选择该路径。,,
,receive_eth_more_derivation_path_ledger_legacy,Ledger Legacy,P2,,Ledger Legacy,,
,receive_eth_more_derivation_path_desc3,Select this path for Ledger Legacy asset management.,,,如需管理 Ledger Legacy 下的资产，则选择该路径。,,
,receive_eth_more_t,Tutorial,P2,,教程,,
,receive_eth_more_t_title1,"Exploring Differences: Standard, Ledger Live, and Legacy Derivation Paths in Ethereum",,待定；新增,了解以太坊中的标准路径、Ledger Live和Ledger Legacy的派生路径,,
,receive_eth_more_t_desc1,"1. Standard Path: This path is widely employed by numerous software wallets for address generation. Examples of such wallets encompass MetaMask, Rabby, BitKeep, and Core Wallet.
2. Ledger Live: Choose this path if you intend to import a seed phrase from Ledger Live. Please note that Keystone supports synchronizing only the initial 10 addresses using this format.
3. Ledger Legacy: Transition to this path if you manage your digital assets with Ledger Legacy",P2,,"1.标准路径：此路径被许多软件钱包广泛用于地址生成，比如 Metamask，Rabby，Bitkeep和Core Wallet。
2. Ledger Live：如果您曾在Ledger Live下管理您的资产，请选择此派生路径。请注意，Keystone 仅支持此路径下的前10个地址。
3. Ledger Legacy：如果您曾在Ledger Legacy下管理您的资产，请选择此派生路径。",,
,receive_eth_more_t_link1,Learn More,P2,,了解更多,,
,receive_eth_more_t_qr_title1,"Exploring Differences: Standard, Ledger Live, and Legacy Derivation Paths in Ethereum",P2,待定,了解以太坊中的标准路径、Ledger Live和Ledger Legacy的派生路径,,
,receive_eth_more_t_qr_link1,https://keyst.one/t/3rd/faq,,,https://keyst.one/t/3rd/faq,,
,receive_coin_fmt,Receive %s,,,收到 %s,,
,receive_trx_hint,"This address is only for TRX, TRC-20 tokens and TRC-10 tokens, other digital assets sent to this address will be lost.",,待定,此地址仅适用于TRX，TRC-20和TRC-10代币，将其他数字货币发送到该地址将会造成丢失。,,
,receive_ada_base_address,Address,,,地址,,
,receive_ada_enterprise_address,Address (Not Delegated),,,地址（未委派）,,
,receive_ada_stake_address,Reward Address,,,奖励地址,,
,receive_ada_address_detail_path,Path,,,路径,,
,receive_ada_show_address_detail,Show Address Detail,,,显示地址细节,,
,receive_coin_hint_fmt,"This address is only for %s, other digital assets sent to this address will be lost.",,,此地址仅适用于％s，将其他数字货币发送到该地址将会造成丢失。,,
,receive_generate_new_address,Generate New Address,,,生成新地址,,
,receive_sol_more_t,Tutorial,,,教程,,
,receive_sol_more_t_title1,Exploring Solana Path Options,,,了解 Solana 的各派生路径,,
,receive_sol_more_t_desc1,"1. Account-based Path: Widely adopted across numerous Solana wallets. An example of such a wallet is Solflare.
2. Single Account Path: Choose this path if you intend to import a seed phrase from Sollet / MathWallet. Please note that Keystone supports synchronizing only the initial 10 addresses using this format.
3. Sub-account Path: Transition to this path if you manage your digital assets with software wallets like Phantom / Exodus.",,,"1. Account-based 路径：被许多 Solana 钱包采用，比如 Solflare。
2. Single Account 路径：如果您将 Sollet 或者 MathWallet钱包的助记词导入到 Keystone，则选择此路径。请注意，Keystone 仅支持此路径下的前10个地址。
3. Sub-account 路径：如果您将 Phantom 或者 Exodus 钱包的助记词导入到 Keystone，则选择此路径。",,
,receive_sol_more_t_link1,Learn More,,,了解更多,,
,receive_sol_more_t_qr_title1,Exploring Solana Path Options,,,探索索拉纳路径选项,,
,receive_sol_more_t_qr_link1,https://keyst.one/t/3rd/faq,,,https://keyst.one/t/3rd/faq,,
,receive_ada_more_t,Tutorial,,,教程,,
,receive_ada_more_t_title1,Multiple Cardano Accounts on Keystone,,,Keystone上的多个Cardano帐户,,
,receive_ada_more_t_desc1,"On the Cardano blockchain, we provide 24 accounts, and each account can generate numerous addresses for your use. You can easily switch between the accounts you need.
",,,"在Cardano区块链上，我们提供了24个ADA帐户，每个帐户都可以生成无数新地址。您可以在所需帐户之间轻松切换。
",,
,receive_ada_more_t_title2,Key Concepts in Cardano's ADA Addresses,,,Cardano 地址中的关键概念,,
,receive_ada_more_t_desc2,"1. Payment & Stake Keys: In Cardano, every account has a Payment Key for regular ADA transactions (sending and receiving) and a Stake Key for staking and receiving rewards.
2. Base Address: A Base Address is derived from both the Payment Key and Stake Key. It can be used for both regular transactions and staking. Also known as ""External Addresses (Delegated).""
3. Enterprise Address: This address only contains the Payment Key and is used solely for regular transactions, not for staking. It's designed for ""business"" scenarios that don't involve staking, like exchanges. Also known as ""External Addresses (Not Delegated).""
4. Stake & Reward Addresses: The Stake Key is used for staking, and the associated Stake Address is also called a Reward Address, used to receive staking rewards.",,,"1. Payment & Stake Keys：在Cardano中，每个帐户都有一个发送或接收常规ADA交易的付款密钥（Payment Key），以及用于积分和获得奖励的质押密钥（Stake Key）。
2. Base Address：基本地址（Base Address）是由付款密钥和股份密钥派生而来。它可以用于常规交易和质押，也被称为“外部地址（External Addresses）”。
3. Enterprise Address：此地址仅包含付款密钥，仅用于常规交易，而不是用于质押。它是为不涉及既有既定的“业务”场景而设计的，例如交流。也称为“外部地址（未授权）”。
4. Stake & Reward Addresses：质押密钥（Stake Key）用于质押；与之相关的质押地址（Stake Addresses）也被称为奖励地址（Reward Addresses），用于接收质押奖励。",,
,receive_ada_more_t_link2,Learn More,,,了解更多,,
,receive_ada_more_t_qr_title2,Key Concepts in Cardano's ADA Addresses,,,Cardano 地址中的关键概念,,
,receive_ada_more_t_qr_link2,https://keyst.one/t/3rd/faq,,,https://keyst.one/t/3rd/faq,,
,receive_near_more_t_title1,,,,,,
,receive_near_more_t_desc1,,,,,,
,receive_near_more_t_link1,,,,,,
,receive_near_more_t_qr_title1,,,,,,
,receive_near_more_t_qr_link1,,,,,,
Connect,connect_bw_t,Tutorial,P2,,教程,,
,connect_bw_desc,Visit the link below on your computer or mobile device for a guide on syncing Keystone with your software wallet.,P2,,请使用电脑或者手机访问下方的链接，以获取有关Keystone如何连接软件钱包的教程。,,
,connect_bw_title,BlueWallet (Mobile),P2,,BlueWallet（移动端）,,
,connect_bw_link,https://keyst.one/t/3rd/bw,P2,,https://keyst.one/t/3rd/bw,,
,connect_bw_qr_title,BlueWallet (Mobile),P2,,BlueWallet（移动端）,,
,connect_bw_qr_link,https://keyst.one/t/3rd/bw,P2,,https://keyst.one/t/3rd/bw,,
,connect_sparrow_t,Tutorial,,,教程,,
,connect_sparrow_desc,Visit the link below on your computer or mobile device for a guide on syncing Keystone with your software wallet.,,,请使用电脑或者手机访问下方的链接，以获取有关Keystone如何连接软件钱包的教程。,,
,connect_sparrow_title,Sparrow,,,Sparrow,,
,connect_sparrow_link,https://keyst.one/t/3rd/sparrow,,,https://keyst.one/t/3rd/sparrow,,
,connect_sparrow_qr_title,Sparrow,,,Sparrow,,
,connect_sparrow_qr_link,https://keyst.one/t/3rd/sparrow,,,https://keyst.one/t/3rd/sparrow,,
,connect_mm_t,Tutorial,P2,,教程,,
,connect_mm_desc,Visit the link below on your computer or mobile device for a guide on syncing Keystone with your software wallet.,P2,,请使用电脑或者手机访问下方的链接，以获取有关Keystone如何连接软件钱包的教程。,,
,connect_mm_title,MetaMask (Extension),P2,,MetaMask（扩展）,,
,connect_mm_link,https://keyst.one/t/3rd/mm,P2,,https://keyst.one/t/3rd/mm,,
,connect_mm_title2,MetaMask (Mobile),P2,,MetaMask（移动端）,,
,connect_mm_link2,https://keyst.one/t/3rd/mmm,P2,,https://keyst.one/t/3rd/mmm,,
,connect_mm_qr_title,MetaMask (Extension),P2,,MetaMask（扩展）,,
,connect_mm_qr_link,https://keyst.one/t/3rd/mm,P2,,https://keyst.one/t/3rd/mm,,
,connect_mm_qr_title2,MetaMask (Mobile),P2,,MetaMask（移动端）,,
,connect_mm_qr_link2,https://keyst.one/t/3rd/mmm,P2,,https://keyst.one/t/3rd/mmm,,
,connect_okx_t,Tutorial,P2,,教程,,
,connect_okx_desc,Visit the link below on your computer or mobile device for a guide on syncing Keystone with your software wallet.,P2,,请使用电脑或者手机访问下方的链接，以获取有关Keystone如何连接软件钱包的教程。,,
,connect_okx_title,OKX Wallet (Extension),P2,,OKX Wallet（扩展）,,
,connect_okx_link,https://keyst.one/t/3rd/okx,P2,,https://keyst.one/t/3rd/okx,,
,connect_okx_title2,OKX Wallet (Mobile),P2,,OKX Wallet（移动端）,,
,connect_okx_link2,https://keyst.one/t/3rd/okxm,P2,,https://keyst.one/t/3rd/okxm,,
,connect_okx_qr_title,OKX Wallet (Extension),P2,,OKX Wallet（扩展）,,
,connect_okx_qr_link,https://keyst.one/t/3rd/okx,P2,,https://keyst.one/t/3rd/okx,,
,connect_okx_qr_title2,OKX Wallet (Mobile),P2,,OKX Wallet（移动端）,,
,connect_okx_qr_link2,https://keyst.one/t/3rd/okxm,P2,,https://keyst.one/t/3rd/okxm,,
,connect_imtoken_t,Tutorial,,,教程,,
,connect_imtoken_desc,Visit the link below on your computer or mobile device for a guide on syncing Keystone with your software wallet.,,,请使用电脑或者手机访问下方的链接，以获取有关Keystone如何连接软件钱包的教程。,,
,connect_imtoken_title,imToken (Mobile),,,imToken（移动端）,,
,connect_imtoken_link,https://keyst.one/t/3rd/imtoken,,,https://keyst.one/t/3rd/imtoken,,
,connect_imtoken_qr_title,imToken (Mobile),,,imToken（移动端）,,
,connect_imtoken_qr_link,https://keyst.one/t/3rd/imtoken,,,https://keyst.one/t/3rd/imtoken,,
,connect_keyst_app_t,Tutorial,P2,,教程,,
,connect_keyst_app_desc,Visit the link below on your computer or mobile device for a guide on syncing Keystone with your software wallet.,P2,,请使用电脑或者手机访问下方的链接，以获取有关Keystone如何连接软件钱包的教程。,,
,connect_keyst_app_title,Keystone Companion App,P2,,Keystone Companion App,,
,connect_keyst_app_link,https://keyst.one/t/3rd/keystone,P2,,https://keyst.one/t/3rd/keystone,,
,connect_keyst_app_qr_title,Keystone Companion App,P2,,Keystone Companion App,,
,connect_keyst_app_qr_link,https://keyst.one/t/3rd/keystone,P2,,https://keyst.one/t/3rd/keystone,,
,connect_eternl_desc,Visit the link below on your computer or mobile device for a guide on syncing Keystone with your software wallet.,,,请使用电脑或者手机访问下方的链接，以获取有关Keystone如何连接软件钱包的教程。,,
,connect_eternl_title,Eternl (Web),,,Eternl（网页端）,,
,connect_eternl_link,https://keyst.one/t/3rd/eternl,,,https://keyst.one/t/3rd/eternl,,
,connect_eternl_qr_title,Eternl (Web),,,Eternl（网页端）,,
,connect_eternl_qr_link,https://keyst.one/t/3rd/eternl,,,https://keyst.one/t/3rd/eternl,,
,connect_rabby_t,Tutorial,P2,,教程,,
,connect_rabby_desc,Visit the link below on your computer or mobile device for a guide on syncing Keystone with your software wallet.,P2,,请使用电脑或者手机访问下方的链接，以获取有关Keystone如何连接软件钱包的教程。,,
,connect_rabby_title,Rabby (Extension),P2,,Rabby（扩展）,,
,connect_rabby_link,https://keyst.one/t/3rd/rabby,P2,,https://keyst.one/t/3rd/rabby,,
,connect_rabby_qr_title,Rabby (Extension),P2,,Rabby（扩展）,,
,connect_rabby_qr_link,https://keyst.one/t/3rd/rabby,P2,,https://keyst.one/t/3rd/rabby,,
,connect_block_t,Tutorial,P2,,教程,,
,connect_block_desc,Visit the link below on your computer or mobile device for a guide on syncing Keystone with your software wallet.,P2,,请使用电脑或者手机访问下方的链接，以获取有关Keystone如何连接软件钱包的教程。,,
,connect_block_title,BlockWallet (Extension),P2,,BlockWallet（扩展）,,
,connect_block_link,https://keyst.one/t/3rd/block,P2,,https://keyst.one/t/3rd/block,,
,connect_block_qr_title,BlockWallet (Extension),P2,,BlockWallet（扩展）,,
,connect_block_qr_link,https://keyst.one/t/3rd/block,P2,,https://keyst.one/t/3rd/block,,
,connect_safe_t,Tutorial,P2,,教程,,
,connect_safe_desc,Visit the link below on your computer or mobile device for a guide on syncing Keystone with your software wallet.,P2,,请访问您的计算机或移动设备上的下面的链接，以获取有关与软件钱包同步Keystone的指南。,,
,connect_safe_title,Safe (Web),P2,,Safe（网页端）,,
,connect_safe_link,https://keyst.one/t/3rd/safe,P2,,https://keyst.one/t/3rd/safe,,
,connect_safe_title2,Safe (Mobile),P2,,Safe（移动端）,,
,connect_safe_link2,https://keyst.one/t/3rd/safem,P2,,https://keyst.one/t/3rd/safem,,
,connect_safe_qr_title,Safe (Web),P2,,Safe（网页端）,,
,connect_safe_qr_link,https://keyst.one/t/3rd/safe,P2,,https://keyst.one/t/3rd/safe,,
,connect_safe_qr_title2,Safe (Mobile),P2,,Safe（移动端）,,
,connect_safe_qr_link2,https://keyst.one/t/3rd/safem,P2,,https://keyst.one/t/3rd/safem,,
,connect_fewcha_t,Tutorial,,,教程,,
,connect_fewcha_desc,Visit the link below on your computer or mobile device for a guide on syncing Keystone with your software wallet.,,,请使用电脑或者手机访问下方的链接，以获取有关Keystone如何连接软件钱包的教程。,,
,connect_fewcha_title,Fewcha (Extension),,figma,Fewcha（扩展）,,
,connect_fewcha_link,https://keyst.one/t/3rd/fewcha,,,https://keyst.one/t/3rd/fewcha,,
,connect_fewcha_qr_title,Fewcha (Extension),,figma,Fewcha（扩展）,,
,connect_fewcha_qr_link,https://keyst.one/t/3rd/fewcha,,,https://keyst.one/t/3rd/fewcha,,
,connect_solflare_t,Tutorial,,,教程,,
,connect_solflare_desc,Visit the link below on your computer or mobile device for a guide on syncing Keystone with your software wallet.,,,请使用电脑或者手机访问下方的链接，以获取有关Keystone如何连接软件钱包的教程。,,
,connect_solflare_title,Solflare,,,Solflare,,
,connect_solflare_link,https://keyst.one/t/3rd/solflare,,,https://keyst.one/t/3rd/solflare,,
,connect_solflare_qr_title,Solflare,,,Solflare,,
,connect_solflare_qr_link,https://keyst.one/t/3rd/solflare,,,https://keyst.one/t/3rd/solflare,,
,connect_zapper_t,Tutorial,P2,,教程,,
,connect_zapper_desc,Visit the link below on your computer or mobile device for a guide on syncing Keystone with your software wallet.,P2,,请使用电脑或者手机访问下方的链接，以获取有关Keystone如何连接软件钱包的教程。,,
,connect_zapper_title,Zapper,P2,,Zapper,,
,connect_zapper_link,https://keyst.one/t/3rd/zapper,P2,,https://keyst.one/t/3rd/zapper,,
,connect_zapper_qr_title,Zapper,P2,,Zapper,,
,connect_zapper_qr_link,https://keyst.one/t/3rd/zapper,P2,,https://keyst.one/t/3rd/zapper,,
,connect_yearn_t,Tutorial,P2,,教程,,
,connect_yearn_desc,Visit the link below on your computer or mobile device for a guide on syncing Keystone with your software wallet.,P2,,请使用电脑或者手机访问下方的链接，以获取有关Keystone如何连接软件钱包的教程。,,
,connect_yearn_title,Yearn,P2,,Yearn,,
,connect_yearn_link,https://keyst.one/t/3rd/yearn,P2,,https://keyst.one/t/3rd/yearn,,
,connect_yearn_qr_title,Yearn,P2,,Yearn,,
,connect_yearn_qr_link,https://keyst.one/t/3rd/yearn,P2,,https://keyst.one/t/3rd/yearn,,
,connect_sushi_t,Tutorial,P2,,教程,,
,connect_sushi_desc,Visit the link below on your computer or mobile device for a guide on syncing Keystone with your software wallet.,P2,,请使用电脑或者手机访问下方的链接，以获取有关Keystone如何连接软件钱包的教程。,,
,connect_sushi_title,SushiSwap,P2,,Sushiswap,,
,connect_sushi_link,https://keyst.one/t/3rd/sushi,P2,,https://keyst.one/t/3rd/sushi,,
,connect_sushi_qr_title,SushiSwap,P2,,Sushiswap,,
,connect_sushi_qr_link,https://keyst.one/t/3rd/sushi,P2,,https://keyst.one/t/3rd/sushi,,
,connect_keplr_t,Tutorial,P2,,教程,,
,connect_keplr_desc,Visit the link below on your computer or mobile device for a guide on syncing Keystone with your software wallet.,P2,,请使用电脑或者手机访问下方的链接，以获取有关Keystone如何连接软件钱包的教程。,,
,connect_keplr_title,Keplr (Extension),P2,,Keplr（扩展）,,
,connect_keplr_link,https://keyst.one/t/3rd/keplr,P2,,https://keyst.one/t/3rd/keplr,,
,connect_keplr_qr_title,Keplr (Extension),,,Keplr（扩展）,,
,connect_keplr_qr_link,https://keyst.one/t/3rd/keplr,,,https://keyst.one/t/3rd/keplr,,
,connect_petra_t,Tutorial,,,教程,,
,connect_petra_desc,Visit the link below on your computer or mobile device for a guide on syncing Keystone with your software wallet.,,,请使用电脑或者手机访问下方的链接，以获取有关Keystone如何连接软件钱包的教程。,,
,connect_petra_title,Petra (Extension),,,Petra（扩展）,,
,connect_petra_link,https://keyst.one/t/3rd/petra,,,https://keyst.one/t/3rd/petra,,
,connect_petra_qr_title,Petra (Extension),,,Petra（扩展）,,
,connect_petra_qr_link,https://keyst.one/t/3rd/petra,,,https://keyst.one/t/3rd/petra,,
,connect_xrp_toolkit_t,Tutorial,,,教程,,
,connect_xrp_toolkit_desc,Visit the link below on your computer or mobile device for a guide on syncing Keystone with your software wallet.,,,请使用电脑或者手机访问下方的链接，以获取有关Keystone如何连接软件钱包的教程。,,
,connect_xrp_toolkit_title,XRP Toolkit (Web),,,XRP Toolkit（网页端）,,
,connect_xrp_toolkit_link,https://keyst.one/t/3rd/xrptoolkit,,,https://keyst.one/t/3rd/xrptoolkit,,
,connect_xrp_toolkit_qr_title,XRP Toolkit (Web),,,XRP Toolkit（网页端）,,
,connect_xrp_toolkit_qr_link,https://keyst.one/t/3rd/xrptoolkit,,,https://keyst.one/t/3rd/xrptoolkit,,
Decoding Transaction,tx_details_general_tab_title1,Overview,P2,,概述,,
,tx_details_general_tab_title2,Details,P2,,细节,,
,tx_details_btc_change_title,Change Address,P2,待定,更换地址,,
,tx_details_btc_change_desc,"BTC transactions, based on the UTXO mechanism, allocate some assets to a change address during transfers. This address is generated by the software wallet for anonymity and privacy purposes. You don't need to worry since the change address belongs to your own account, and its amount will be used automatically in subsequent transactions.",P2,待定,比特币的交易是基于UTXO机制的，在交易时部分资产会被转移至您的找零地址上。该地址是由软件钱包生成的，出于匿名和隐私目的。您无需担心，因为找零地址也属于您本身帐户的一部分，其金额会在随后的交易中自动使用。,,
,tx_details_btc_change_link,Learn More,P2,新增,了解更多,,
,tx_details_btc_change_qr_title,What is a 'Change' address?,,新增,什么是“找零”地址？,,
,tx_details_btc_change_qr_link,https://keyst.one/change,,,https://keyst.one/change,,
,tx_details_eth_decoding_link,Learn More,P2,,了解更多,,
,tx_details_eth_decoding_qr_title,Decoding DeFi Transactions,P2,,解析 DeFi 交易,,
